id_commande,id_produit,date_retour,motif,mois
O048004,P00355,2024-11-30,Mauvaise référence,2024-11
O004827,P00933,2024-12-09,Livraison incomplète,2024-12
O044316,P00610,2025-01-07,Produit abîmé,2025-01
O020055,P00754,2025-01-11,Mauvaise référence,2025-01
O049097,P00250,2024-06-02,Produit abîmé,2024-06
O013214,P00865,2024-02-10,Client insatisfait,2024-02
O024101,P00846,2024-09-04,Client insatisfait,2024-09
O017694,P00589,2024-03-10,Mauvaise référence,2024-03
O025617,P00754,2024-11-28,Produit abîmé,2024-11
O030061,P00090,2024-02-17,Mauvaise référence,2024-02
O010209,P00357,2024-04-04,Produit abîmé,2024-04
O039095,P00620,2024-11-13,Livraison incomplète,2024-11
O007271,P00603,2024-12-23,Livraison incomplète,2024-12
O029010,P00712,2025-01-08,Produit abîmé,2025-01
O006040,P00526,2024-12-16,Produit abîmé,2024-12
O030756,P00509,2024-12-30,Livraison incomplète,2024-12
O011873,P00452,2024-10-20,Mauvaise référence,2024-10
O048320,P00654,2024-10-22,Livraison incomplète,2024-10
O028865,P00182,2024-12-29,Mauvaise référence,2024-12
O046999,P00846,2024-12-08,Mauvaise référence,2024-12
O021969,P00473,2024-10-01,Livraison incomplète,2024-10
O011107,P00400,2024-12-23,Livraison incomplète,2024-12
O016285,P00791,2024-08-14,Client insatisfait,2024-08
O001273,P00767,2024-12-17,Mauvaise référence,2024-12
O047607,P00893,2024-02-11,Livraison incomplète,2024-02
O011154,P00536,2024-11-05,Livraison incomplète,2024-11
O043076,P00252,2024-11-15,Produit abîmé,2024-11
O044608,P00952,2024-12-29,Mauvaise référence,2024-12
O005837,P00597,2024-08-04,Client insatisfait,2024-08
O032178,P00149,2024-02-03,Livraison incomplète,2024-02
O018690,P00082,2024-09-27,Client insatisfait,2024-09
O032650,P00362,2024-01-30,Client insatisfait,2024-01
O034299,P00846,2024-03-27,Mauvaise référence,2024-03
O030405,P00404,2024-02-26,Client insatisfait,2024-02
O007944,P00377,2024-12-19,Livraison incomplète,2024-12
O002169,P00418,2024-02-03,Client insatisfait,2024-02
O018131,P00620,2024-08-05,Livraison incomplète,2024-08
O008392,P00379,2024-01-27,Client insatisfait,2024-01
O001238,P00473,2024-02-19,Client insatisfait,2024-02
O022841,P00526,2024-09-14,Client insatisfait,2024-09
O032848,P00767,2024-03-02,Mauvaise référence,2024-03
O006770,P00938,2024-10-30,Client insatisfait,2024-10
O011052,P00938,2024-02-05,Mauvaise référence,2024-02
O039157,P00612,2024-02-01,Produit abîmé,2024-02
O010289,P00510,2025-01-11,Mauvaise référence,2025-01
O018084,P00767,2025-01-29,Mauvaise référence,2025-01
O011099,P00017,2024-08-13,Client insatisfait,2024-08
O016070,P00158,2024-11-02,Client insatisfait,2024-11
